public_food_key,food_name,sheet,is_liquid_sheet,classification,energy_with_dietary_fibre_equated_kj,energy_without_dietary_fibre_equated_kj,moisture_water_g,protein_g,nitrogen_g,fat_total_g,ash_g,total_dietary_fibre_g,alcohol_g,total_sugars_g,added_sugars_g,free_sugars_g,starch_g,available_carbohydrate_without_sugar_alcohols_g,available_carbohydrate_with_sugar_alcohols_g,calcium_ca_mg,iodine_i_ug,iron_fe_mg,magnesium_mg_mg,phosphorus_p_mg,potassium_k_mg,selenium_se_ug,sodium_na_mg,zinc_zn_mg,retinol_preformed_vitamin_a_ug,betacarotene_ug,betacarotene_equivalents_provitamin_a_ug,vitamin_a_retinol_equivalents_ug,thiamin_b1_mg,riboflavin_b2_mg,niacin_b3_mg,niacin_derived_from_tryptophan_mg,niacin_derived_equivalents_mg,pyridoxine_b6_mg,cobalamin_b12_ug,folate_natural_ug,folic_acid_ug,total_folates_ug,dietary_folate_equivalents_ug,vitamin_c_mg,cholecalciferol_d3_ug,ergocalciferol_d2_ug,25hydroxy_cholecalciferol_25oh_d3_ug,25hydroxy_ergocalciferol_25oh_d2_ug,vitamin_d3_equivalents_ug,alpha_tocopherol_mg,vitamin_e_mg,total_saturated_fatty_acids_equated_percentt,total_monounsaturated_fatty_acids_equated_percentt,c182w6_percentt,c183w3_percentt,c205w3_percentt,c225w3_percentt,c226w3_percentt,total_polyunsaturated_fatty_acids_equated_percentt,total_long_chain_omega_3_fatty_acids_equated_percentt,total_trans_fatty_acids_imputed_percentt,total_saturated_fatty_acids_equated_g,total_monounsaturated_fatty_acids_equated_g,c182w6_g,c183w3_g,c205w3_mg,c225w3_mg,c226w3_mg,total_polyunsaturated_fatty_acids_equated_g,total_long_chain_omega_3_fatty_acids_equated_mg,total_trans_fatty_acids_imputed_mg,caffeine_mg,cholesterol_mg,tryptophan_mggn,tryptophan_mg,fructose_g,glucose_g,sucrose_g,maltose_g,lactose_g,chloride_cl_mg,copper_cu_mg,fluoride_f_ug,manganese_mn_mg,sulphur_s_mg,alphacarotene_ug,cryptoxanthin_ug,c10_percentt,c12_percentt,c14_percentt,c15_percentt,c16_percentt,c17_percentt,c18_percentt,c20_percentt,c22_percentt,c24_percentt,c151_percentt,c161_percentt,c171_percentt,c181_percentt,c201_percentt,c221_percentt,c203w3_percentt,c204w6_percentt,c10_g,c12_g,c14_g,c15_g,c16_g,c17_g,c18_g,c20_g,c22_g,c24_g,c151_g,c161_g,c171_g,c181_g,c201_g,c221_g,c203w3_mg,c204w6_mg,galactose_g,chromium_cr_ug,molybdenum_mo_ug,nickel_ni_ug,pantothenic_acid_b5_mg,biotin_b7_ug,c6_percentt,c8_percentt,c6_g,c8_g,citric_acid_g,lactic_acid_g,malic_acid_g,quinic_acid_g,c4_percentt,c141_percentt,c241_percentt,c183w6_percentt,c202w6_percentt,c203w6_percentt,c224w6_percentt,c4_g,c141_g,c241_g,c183w6_mg,c202w6_mg,c203w6_mg,c224w6_mg,dextrin_g,alanine_mggn,arginine_mggn,aspartic_acid_mggn,cystine_plus_cysteine_mggn,glutamic_acid_mggn,glycine_mggn,histidine_mggn,isoleucine_mggn,leucine_mggn,lysine_mggn,methionine_mggn,phenylalanine_mggn,proline_mggn,serine_mggn,threonine_mggn,tyrosine_mggn,valine_mggn,alanine_mg,arginine_mg,aspartic_acid_mg,cystine_plus_cysteine_mg,glutamic_acid_mg,glycine_mg,histidine_mg,isoleucine_mg,leucine_mg,lysine_mg,methionine_mg,phenylalanine_mg,proline_mg,serine_mg,threonine_mg,tyrosine_mg,valine_mg,maltotrios_g,maltodextrin_g,acetic_acid_g,succinic_acid_g,tartaric_acid_g,aluminium_al_ug,antimony_sb_ug,arsenic_as_ug,cadmium_cd_ug,lead_pb_ug,mercury_hg_ug,tin_sn_ug,beta_tocopherol_mg,delta_tocopherol_mg,gamma_tocopherol_mg,propionic_acid_g,c221w11_percentt,c184w3_percentt,c222w6_percentt,c221w11_mg,c184w3_mg,c222w6_mg,oxalic_acid_g,xanthophyl_ug,cobalt_co_ug,resistant_starch_g,c11_percentt,c13_percentt,c21_percentt,c23_percentt,c11_g,c13_g,c21_g,c23_g,c19_percentt,c19_g,total_undifferentiated_fatty_acids_percentt,total_undifferentiated_fatty_acids_mass_basis_basis_mg,alpha_tocotrienol_mg,beta_tocotrienol_mg,delta_tocotrienol_mg,gamma_tocotrienol_mg,inulin_g,lutein_ug,lycopene_ug,raffinose_g,stachyose_g,sorbitol_g,shikimic_acid_g,mannitol_g,c204_percentt,c204_g,oligosaccharides_g,glycogen_g,c121_percentt,c162w4_percentt,c163_percentt,c183w4_percentt,c184w1_percentt,c202_percentt,c203_percentt,c204w3_percentt,c215w3_percentt,c222_percentt,c225w6_percentt,c121_g,c162w4_mg,c163_g,c183w4_g,c184w1_g,c202_mg,c203_mg,c204w3_mg,c215w3_g,c222_g,c225w6_g,c122_percentt,c122_g,glycerol_g,erythritol_g,maltitol_g,xylitol_g,polydextrose_g,fumaric_acid_g
F005076,"Lamb, roasting piece, shoulder, semi-trimmed, roasted, no added fat",All solids & liquids per 100g,True,18102.0,859.0,859.0,59.6,28.2,4.52,10.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.1,2.04,22.0,206.0,263.0,0.0,65.0,6.13,11.0,0.0,0.0,11.0,0.081,0.252,5.55,4.21,9.76,0.24,3.2,15.0,0.0,15.0,15.0,0.0,0.2,0.0,0.3,0.0,1.51,0.3,0.26,,,,,,,,,,,4.32,3.9,0.3,0.18,18.1,48.51,10.19,0.64,76.806,707.34,0.0,85.0,,248.0,0.0,0.0,0.0,0.0,0.0,,0.144,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.06,1.93,0.14,1.83,,0.0,,,0.14,,3.61,,,,41.24,,,,,0.62,,,,,,,,,,,,,,,,,,0.02,,28.18,8.72,5.34,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005077,"Lamb, roasting piece, shoulder, untrimmed, raw",All solids & liquids per 100g,True,18102.0,894.0,894.0,63.8,16.5,2.64,16.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.9,1.79,21.0,205.0,283.0,7.7,46.0,4.36,14.0,0.0,0.0,14.0,0.077,0.201,4.94,2.46,7.4,0.25,2.8,14.0,0.0,14.0,14.0,0.0,0.2,0.0,0.2,0.0,1.32,0.6,0.64,,,,,,,,,,,7.09,6.12,0.51,0.3,25.16,68.85,13.19,1.03,107.197,1376.8,0.0,56.0,,145.0,0.0,0.0,0.0,0.0,0.0,,0.108,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.11,3.14,0.25,2.98,,0.0,,,0.21,,5.74,,,,59.78,,,,,0.62,,,,,,,,,,,,,,,,,,0.02,,39.8,7.09,5.91,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005078,"Lamb, roasting piece, shoulder, untrimmed, roasted, no added fat",All solids & liquids per 100g,True,18102.0,1095.0,1095.0,54.7,26.2,4.19,17.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.9,1.81,20.0,185.0,237.0,0.0,59.0,5.26,16.0,0.0,0.0,16.0,0.067,0.209,5.8,3.91,9.7,0.22,3.1,13.0,0.0,13.0,13.0,0.0,0.4,0.0,0.2,0.0,1.52,0.4,0.35,,,,,,,,,,,7.78,6.62,0.44,0.3,15.04,65.03,8.46,0.92,88.534,1256.08,0.0,83.0,,230.0,0.0,0.0,0.0,0.0,0.0,,0.12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.12,3.42,0.27,3.32,,0.0,,,0.24,,6.11,,,,34.25,,,,,0.55,,,,,,,,,,,,,,,,,,0.03,,46.19,7.24,4.43,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005094,"Lamb, steak, boneless, lean, grilled, no added fat",All solids & liquids per 100g,True,18102.0,769.0,769.0,61.7,30.8,4.94,6.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.4,2.94,28.0,251.0,359.0,28.2,75.0,4.79,9.0,0.0,0.0,9.0,0.11,0.266,4.96,4.6,10.79,0.09,0.8,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.8,0.0,3.8,0.4,0.45,,,,,,,,,,,2.15,2.89,0.37,0.06,29.89,56.82,15.4,0.76,102.112,264.5,0.0,98.0,,270.0,0.0,0.0,0.0,0.0,0.0,138.0,0.141,154.93,0.0,155.0,,,,,,,,,,,,,,,,,,,,,,,0.13,0.02,1.11,0.07,0.81,,0.0,,,0.1,,2.68,,,,153.77,,,,,1.3,2.8,,,,,,,,,,,,,,,,,0.01,,22.13,18.92,12.79,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005095,"Lamb, steak, boneless, lean, raw",All solids & liquids per 100g,True,18102.0,546.0,546.0,72.8,21.9,3.5,4.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.2,2.2,23.0,210.0,300.0,20.0,63.0,3.4,9.0,0.0,0.0,9.0,0.13,0.21,4.4,3.26,7.66,0.1,0.8,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.6,0.0,3.0,0.4,0.4,35.43,47.64,6.1,1.1,0.5,0.9,0.2,12.48,1.684,4.4,1.52,2.05,0.26,0.04,21.22,40.34,10.94,0.54,72.5,187.79,0.0,70.0,55.0,192.0,0.0,0.0,0.0,0.0,0.0,98.0,0.1,110.0,0.0,110.0,,,,,2.1,0.4,18.3,1.2,13.4,,0.0,,,1.6,,44.2,,,,2.5,,,0.09,0.02,0.79,0.05,0.58,,0.0,,,0.07,,1.9,,,,109.18,,,,,0.92,2.0,,,,,,,,,,0.1,,0.4,0.3,0.2,0.2,,0.0,,15.71,13.43,9.08,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.76,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005096,"Lamb, steak, boneless, semi-trimmed, grilled, no added fat",All solids & liquids per 100g,True,18102.0,863.0,863.0,59.7,29.9,4.79,9.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.3,2.8,26.0,241.0,343.0,26.4,72.0,4.55,11.0,0.0,0.0,11.0,0.103,0.249,5.09,4.46,10.71,0.09,1.0,16.0,0.0,16.0,16.0,0.0,0.1,0.0,0.7,0.0,3.66,0.5,0.47,,,,,,,,,,,3.57,3.96,0.42,0.12,28.01,62.44,14.43,0.85,104.88,496.53,0.0,97.0,,262.0,0.0,0.0,0.0,0.0,0.0,,0.132,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.04,1.72,0.12,1.43,,0.0,,,0.14,,3.67,,,,144.09,,,,,1.23,,,,,,,,,,,,,,,,,,0.01,,29.21,17.73,11.99,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005097,"Lamb, steak, boneless, semi-trimmed, raw",All solids & liquids per 100g,True,18102.0,662.0,662.0,70.1,21.2,3.39,8.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.1,2.08,22.0,200.0,286.0,18.7,60.0,3.21,10.0,0.0,0.0,10.0,0.121,0.201,4.24,3.16,7.4,0.1,0.9,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.6,0.0,2.85,0.4,0.44,,,,,,,,,,,3.11,3.28,0.34,0.11,19.83,46.91,10.22,0.68,76.967,524.61,0.0,69.0,,186.0,0.0,0.0,0.0,0.0,0.0,,0.093,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.04,1.46,0.11,1.26,,0.0,,,0.11,,3.06,,,,102.03,,,,,0.89,,,,,,,,,,,,,,,,,,0.01,,23.19,12.55,8.49,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005098,"Lamb, steak, boneless, untrimmed, grilled, no added fat",All solids & liquids per 100g,True,18102.0,937.0,937.0,58.2,29.2,4.67,11.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,2.69,25.0,232.0,331.0,25.0,70.0,4.36,13.0,0.0,0.0,13.0,0.097,0.236,5.19,4.35,10.64,0.09,1.1,15.0,0.0,15.0,15.0,0.0,0.2,0.0,0.7,0.0,3.55,0.5,0.49,,,,,,,,,,,4.7,4.82,0.46,0.16,26.51,66.91,13.66,0.93,107.082,681.05,0.0,96.0,,256.0,0.0,0.0,0.0,0.0,0.0,,0.125,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.06,2.2,0.16,1.92,,0.0,,,0.17,,4.45,,,,136.38,,,,,1.18,,,,,,,,,,,,,,,,,,0.02,,34.84,16.78,11.35,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005099,"Lamb, steak, boneless, untrimmed, raw",All solids & liquids per 100g,True,18102.0,782.0,782.0,67.2,20.4,3.27,11.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.96,21.0,189.0,272.0,17.3,58.0,3.02,12.0,0.0,0.0,12.0,0.113,0.191,4.08,3.04,7.12,0.1,1.0,15.0,0.0,15.0,15.0,0.0,0.1,0.0,0.5,0.0,2.69,0.5,0.49,,,,,,,,,,,4.76,4.56,0.41,0.17,18.39,53.75,9.47,0.82,81.612,874.8,0.0,69.0,,179.0,0.0,0.0,0.0,0.0,0.0,,0.087,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.07,2.16,0.17,1.97,,0.0,,,0.15,,4.26,,,,94.59,,,,,0.85,,,,,,,,,,,,,,,,,,0.01,,30.97,11.64,7.87,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005120,"Lamb, stir-fry strips, lean, casseroled, no added fat",All solids & liquids per 100g,True,18102.0,776.0,776.0,59.8,32.2,5.15,6.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9,3.07,26.0,239.0,275.0,21.0,43.0,6.01,9.0,0.0,0.0,9.0,0.057,0.176,3.7,4.8,10.98,0.07,0.6,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.8,0.0,3.97,0.5,0.47,,,,,,,,,,,2.0,2.7,0.34,0.06,27.89,53.01,14.37,0.71,95.275,246.79,0.0,115.0,,282.0,0.0,0.0,0.0,0.0,0.0,106.0,0.02,117.65,0.0,191.0,,,,,,,,,,,,,,,,,,,,,,,0.12,0.02,1.04,0.07,0.76,,0.0,,,0.09,,2.5,,,,143.48,,,,,1.35,3.1,,,,,,,,,,,,,,,,,0.0,,20.65,17.65,11.94,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005121,"Lamb, stir-fry strips, lean, raw",All solids & liquids per 100g,True,18102.0,528.0,528.0,72.7,21.9,3.5,4.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,2.2,27.0,250.0,340.0,15.0,53.0,4.3,9.0,0.0,0.0,9.0,0.13,0.2,4.2,3.26,7.46,0.09,0.7,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.6,0.0,3.0,0.4,0.4,35.43,47.64,6.1,1.1,0.5,0.9,0.2,12.48,1.684,4.4,1.36,1.83,0.24,0.04,18.97,36.05,9.77,0.48,64.787,167.81,0.0,78.0,55.0,192.0,0.0,0.0,0.0,0.0,0.0,72.0,0.014,80.0,0.0,130.0,,,,,2.1,0.4,18.3,1.2,13.4,,0.0,,,1.6,,44.2,,,,2.5,,,0.08,0.01,0.7,0.05,0.51,,0.0,,,0.06,,1.7,,,,97.56,,,,,0.92,2.1,,,,,,,,,,0.1,,0.4,0.3,0.2,0.2,,0.0,,14.04,12.0,8.12,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.76,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005122,"Lamb, stir-fry strips, lean, stir-fried, no added fat",All solids & liquids per 100g,True,18102.0,763.0,763.0,62.0,28.1,4.5,7.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,3.7,27.0,290.0,390.0,17.0,59.0,2.6,8.0,0.0,0.0,8.0,0.15,0.34,5.4,4.19,9.59,0.05,2.3,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.3,0.0,1.5,0.2,0.2,38.71,44.0,6.5,1.9,0.7,1.0,0.4,13.21,2.017,4.0,2.73,3.1,0.46,0.13,48.67,68.2,25.39,0.93,142.263,283.68,0.0,96.0,55.0,246.0,0.0,0.0,0.0,0.0,0.0,90.0,0.17,110.0,0.0,130.0,,,,,2.6,0.5,20.5,1.1,14.0,,0.0,,,1.9,,40.2,,,,1.9,,,0.18,0.03,1.44,0.08,0.99,,0.0,,,0.14,,2.83,,,,137.18,,,,,0.47,2.6,,,,,,,,,,0.2,,0.3,0.2,0.2,0.1,,0.01,,21.86,17.21,15.3,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.71,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005124,"Lamb, stir-fry strips, untrimmed, casseroled, no added fat",All solids & liquids per 100g,True,18102.0,794.0,794.0,59.5,32.0,5.12,6.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9,3.04,26.0,237.0,273.0,20.7,43.0,5.94,10.0,0.0,0.0,10.0,0.057,0.174,3.75,4.77,10.96,0.07,0.6,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.8,0.0,3.94,0.5,0.47,,,,,,,,,,,2.28,2.91,0.36,0.07,27.55,54.16,14.19,0.72,95.904,292.68,0.0,114.0,,281.0,0.0,0.0,0.0,0.0,0.0,,0.02,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,1.16,0.08,0.88,,0.0,,,0.1,,2.7,,,,141.7,,,,,1.34,,,,,,,,,,,,,,,,,,0.01,,22.06,17.43,11.79,11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005125,"Lamb, stir-fry strips, untrimmed, raw",All solids & liquids per 100g,True,18102.0,578.0,578.0,71.5,21.6,3.45,5.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,2.15,26.0,244.0,333.0,14.6,52.0,4.19,9.0,0.0,0.0,9.0,0.126,0.196,4.14,3.22,7.36,0.09,0.8,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.6,0.0,2.94,0.4,0.42,,,,,,,,,,,2.05,2.36,0.27,0.07,18.43,38.99,9.5,0.54,66.92,312.87,0.0,78.0,,189.0,0.0,0.0,0.0,0.0,0.0,,0.014,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,1.0,0.07,0.81,,0.0,,,0.08,,2.2,,,,94.82,,,,,0.91,,,,,,,,,,,,,,,,,,0.0,,17.3,11.66,7.89,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005126,"Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",All solids & liquids per 100g,True,18102.0,781.0,781.0,61.6,28.0,4.47,8.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2,3.66,27.0,287.0,386.0,16.8,59.0,2.58,8.0,0.0,0.0,8.0,0.148,0.336,5.42,4.17,9.59,0.05,2.3,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.3,0.0,1.5,0.2,0.21,,,,,,,,,,,3.0,3.31,0.46,0.14,48.06,69.17,25.08,0.95,142.31,329.11,0.0,96.0,,245.0,0.0,0.0,0.0,0.0,0.0,,0.168,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.04,1.56,0.08,1.11,,0.0,,,0.14,,3.03,,,,135.48,,,,,0.47,,,,,,,,,,,,,,,,,,0.01,,23.26,17.0,15.12,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005138,"Lamb, with bone, shin, lean, casseroled, no added fat",All solids & liquids per 100g,True,18102.0,755.0,755.0,61.1,34.6,5.54,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.2,3.6,25.0,340.0,260.0,30.0,83.0,10.0,0.0,0.0,0.0,0.0,0.02,0.22,2.6,5.16,7.76,0.05,2.2,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.3,0.0,1.5,0.2,0.2,48.57,39.18,2.2,1.8,0.0,0.3,0.0,4.52,0.287,5.9,2.0,1.62,0.09,0.07,0.0,11.83,0.0,0.19,11.83,243.2,0.0,80.0,55.0,303.0,,,,,,,,,,,,,,,4.1,0.8,21.1,1.7,20.9,,0.0,,,1.4,,36.1,,,,0.0,,,0.17,0.03,0.87,0.07,0.86,,0.0,,,0.06,,1.49,,,,0.0,,,,,,,,,,,,,,,,0.2,,0.3,0.0,0.0,0.0,,0.01,,10.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005139,"Lamb, with bone, shin, lean, raw",All solids & liquids per 100g,True,18102.0,477.0,477.0,72.4,23.9,3.82,1.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.2,1.9,24.0,240.0,350.0,20.0,110.0,5.7,0.0,0.0,0.0,0.0,0.05,0.22,3.9,3.56,7.46,0.1,0.8,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.6,0.0,3.0,0.3,0.3,46.9,37.89,2.5,1.8,0.0,0.2,0.0,4.83,0.256,7.7,0.82,0.66,0.04,0.03,0.0,4.46,0.0,0.08,4.461,134.01,0.0,71.0,55.0,210.0,,,,,,,,,,,,,,,4.2,0.8,20.2,1.7,20.1,,0.0,,,1.3,,35.7,,,,0.0,,,0.07,0.01,0.35,0.03,0.35,,0.0,,,0.02,,0.62,,,,0.0,,,,,,,,,,,,,,,,0.1,,0.2,0.0,0.0,0.0,,0.0,,4.12,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005140,"Lamb, with bone, shin, semi-trimmed, casseroled, no added fat",All solids & liquids per 100g,True,18102.0,852.0,852.0,59.1,33.4,5.34,7.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.1,3.41,24.0,323.0,250.0,28.0,79.0,9.41,3.0,0.0,0.0,3.0,0.019,0.206,2.89,4.98,7.86,0.05,2.2,16.0,0.0,16.0,16.0,0.0,0.1,0.0,0.3,0.0,1.51,0.2,0.24,,,,,,,,,,,3.48,2.81,0.16,0.13,0.0,20.57,0.0,0.32,20.568,484.35,0.0,80.0,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.06,1.51,0.12,1.5,,0.0,,,0.1,,2.58,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.02,,18.94,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005141,"Lamb, with bone, shin, semi-trimmed, raw",All solids & liquids per 100g,True,18102.0,617.0,617.0,69.2,22.9,3.66,6.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.1,1.78,22.0,226.0,330.0,18.5,103.0,5.3,3.0,0.0,0.0,3.0,0.046,0.208,3.75,3.41,7.17,0.1,1.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.6,0.0,2.82,0.4,0.36,,,,,,,,,,,2.73,2.2,0.15,0.1,0.0,14.9,0.0,0.28,14.898,532.03,0.0,70.0,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.04,1.17,0.1,1.17,,0.0,,,0.08,,2.07,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.01,,13.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
