public_food_key,food_name,sheet,is_liquid_sheet,classification,energy_with_dietary_fibre_equated_kj,energy_without_dietary_fibre_equated_kj,moisture_water_g,protein_g,nitrogen_g,fat_total_g,ash_g,total_dietary_fibre_g,alcohol_g,total_sugars_g,added_sugars_g,free_sugars_g,starch_g,available_carbohydrate_without_sugar_alcohols_g,available_carbohydrate_with_sugar_alcohols_g,calcium_ca_mg,iodine_i_ug,iron_fe_mg,magnesium_mg_mg,phosphorus_p_mg,potassium_k_mg,selenium_se_ug,sodium_na_mg,zinc_zn_mg,retinol_preformed_vitamin_a_ug,betacarotene_ug,betacarotene_equivalents_provitamin_a_ug,vitamin_a_retinol_equivalents_ug,thiamin_b1_mg,riboflavin_b2_mg,niacin_b3_mg,niacin_derived_from_tryptophan_mg,niacin_derived_equivalents_mg,pyridoxine_b6_mg,cobalamin_b12_ug,folate_natural_ug,folic_acid_ug,total_folates_ug,dietary_folate_equivalents_ug,vitamin_c_mg,cholecalciferol_d3_ug,ergocalciferol_d2_ug,25hydroxy_cholecalciferol_25oh_d3_ug,25hydroxy_ergocalciferol_25oh_d2_ug,vitamin_d3_equivalents_ug,alpha_tocopherol_mg,vitamin_e_mg,total_saturated_fatty_acids_equated_percentt,total_monounsaturated_fatty_acids_equated_percentt,c182w6_percentt,c183w3_percentt,c205w3_percentt,c225w3_percentt,c226w3_percentt,total_polyunsaturated_fatty_acids_equated_percentt,total_long_chain_omega_3_fatty_acids_equated_percentt,total_trans_fatty_acids_imputed_percentt,total_saturated_fatty_acids_equated_g,total_monounsaturated_fatty_acids_equated_g,c182w6_g,c183w3_g,c205w3_mg,c225w3_mg,c226w3_mg,total_polyunsaturated_fatty_acids_equated_g,total_long_chain_omega_3_fatty_acids_equated_mg,total_trans_fatty_acids_imputed_mg,caffeine_mg,cholesterol_mg,tryptophan_mggn,tryptophan_mg,fructose_g,glucose_g,sucrose_g,maltose_g,lactose_g,chloride_cl_mg,copper_cu_mg,fluoride_f_ug,manganese_mn_mg,sulphur_s_mg,alphacarotene_ug,cryptoxanthin_ug,c10_percentt,c12_percentt,c14_percentt,c15_percentt,c16_percentt,c17_percentt,c18_percentt,c20_percentt,c22_percentt,c24_percentt,c151_percentt,c161_percentt,c171_percentt,c181_percentt,c201_percentt,c221_percentt,c203w3_percentt,c204w6_percentt,c10_g,c12_g,c14_g,c15_g,c16_g,c17_g,c18_g,c20_g,c22_g,c24_g,c151_g,c161_g,c171_g,c181_g,c201_g,c221_g,c203w3_mg,c204w6_mg,galactose_g,chromium_cr_ug,molybdenum_mo_ug,nickel_ni_ug,pantothenic_acid_b5_mg,biotin_b7_ug,c6_percentt,c8_percentt,c6_g,c8_g,citric_acid_g,lactic_acid_g,malic_acid_g,quinic_acid_g,c4_percentt,c141_percentt,c241_percentt,c183w6_percentt,c202w6_percentt,c203w6_percentt,c224w6_percentt,c4_g,c141_g,c241_g,c183w6_mg,c202w6_mg,c203w6_mg,c224w6_mg,dextrin_g,alanine_mggn,arginine_mggn,aspartic_acid_mggn,cystine_plus_cysteine_mggn,glutamic_acid_mggn,glycine_mggn,histidine_mggn,isoleucine_mggn,leucine_mggn,lysine_mggn,methionine_mggn,phenylalanine_mggn,proline_mggn,serine_mggn,threonine_mggn,tyrosine_mggn,valine_mggn,alanine_mg,arginine_mg,aspartic_acid_mg,cystine_plus_cysteine_mg,glutamic_acid_mg,glycine_mg,histidine_mg,isoleucine_mg,leucine_mg,lysine_mg,methionine_mg,phenylalanine_mg,proline_mg,serine_mg,threonine_mg,tyrosine_mg,valine_mg,maltotrios_g,maltodextrin_g,acetic_acid_g,succinic_acid_g,tartaric_acid_g,aluminium_al_ug,antimony_sb_ug,arsenic_as_ug,cadmium_cd_ug,lead_pb_ug,mercury_hg_ug,tin_sn_ug,beta_tocopherol_mg,delta_tocopherol_mg,gamma_tocopherol_mg,propionic_acid_g,c221w11_percentt,c184w3_percentt,c222w6_percentt,c221w11_mg,c184w3_mg,c222w6_mg,oxalic_acid_g,xanthophyl_ug,cobalt_co_ug,resistant_starch_g,c11_percentt,c13_percentt,c21_percentt,c23_percentt,c11_g,c13_g,c21_g,c23_g,c19_percentt,c19_g,total_undifferentiated_fatty_acids_percentt,total_undifferentiated_fatty_acids_mass_basis_basis_mg,alpha_tocotrienol_mg,beta_tocotrienol_mg,delta_tocotrienol_mg,gamma_tocotrienol_mg,inulin_g,lutein_ug,lycopene_ug,raffinose_g,stachyose_g,sorbitol_g,shikimic_acid_g,mannitol_g,c204_percentt,c204_g,oligosaccharides_g,glycogen_g,c121_percentt,c162w4_percentt,c163_percentt,c183w4_percentt,c184w1_percentt,c202_percentt,c203_percentt,c204w3_percentt,c215w3_percentt,c222_percentt,c225w6_percentt,c121_g,c162w4_mg,c163_g,c183w4_g,c184w1_g,c202_mg,c203_mg,c204w3_mg,c215w3_g,c222_g,c225w6_g,c122_percentt,c122_g,glycerol_g,erythritol_g,maltitol_g,xylitol_g,polydextrose_g,fumaric_acid_g
F000089,"Apple, dried",All solids & liquids per 100g,True,16802.0,1078.0,1010.0,20.9,1.2,0.2,0.0,2.3,8.5,0.0,59.4,0.0,0.0,0.4,59.8,60.4,22.0,2.4,0.71,24.0,49.0,640.0,0.0,260.0,0.07,0.0,76.0,76.0,13.0,0.0,0.03,0.0,0.16,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,9.0,34.0,16.0,9.4,0.0,0.0,,0.15,,0.22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.6,,0.13,,0.0,0.0,0.0,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,76.0,,3.4,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000091,"Apple, fuji, unpeeled, raw",All solids & liquids per 100g,True,16101.0,245.0,226.0,84.1,0.3,0.05,0.3,0.2,2.4,0.0,12.1,0.0,0.0,0.0,12.1,12.5,6.0,0.0,0.0,4.0,8.0,91.0,0.0,2.0,0.05,0.0,6.0,6.0,1.0,0.02,0.01,0.1,0.04,0.14,0.03,0.0,59.0,0.0,59.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,7.7,3.3,1.1,0.0,0.0,0.0,0.034,0.0,0.052,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000092,"Apple, golden delicious, unpeeled, raw",All solids & liquids per 100g,True,16101.0,202.0,182.0,84.9,0.3,0.05,0.0,0.2,2.5,0.0,10.5,0.0,0.0,0.0,10.5,10.8,4.0,0.0,0.16,4.0,8.0,90.0,0.0,2.0,0.07,0.0,10.0,15.0,2.0,0.02,0.01,0.1,0.04,0.14,0.04,0.0,59.0,0.0,59.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,6.6,2.4,1.5,0.0,0.0,0.0,0.03,0.0,0.0,,0.0,10.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000095,"Apple, granny-smith, unpeeled, raw",All solids & liquids per 100g,True,16101.0,202.0,184.0,85.2,0.3,0.05,0.0,0.2,2.3,0.0,10.3,0.0,0.0,0.2,10.5,10.8,5.0,0.0,0.16,4.0,9.0,108.0,0.0,1.0,0.07,0.0,0.0,5.0,1.0,0.03,0.01,0.1,0.04,0.14,0.06,0.0,59.0,0.0,59.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,5.5,2.8,2.0,0.0,0.0,15.0,0.018,45.0,0.047,,0.0,10.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.9,,,,,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,197.0,177.0,1724.0,51.0,474.0,171.0,94.0,166.0,260.0,237.0,74.0,156.0,148.0,220.0,183.0,106.0,203.0,9.0,8.0,83.0,2.0,23.0,8.0,4.0,8.0,12.0,11.0,4.0,7.0,7.0,10.0,9.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000098,"Apple, green skin, unpeeled, raw",All solids & liquids per 100g,True,14676.0,202.0,183.0,85.0,0.3,0.05,0.0,0.2,2.4,0.0,10.4,0.0,0.0,0.1,10.5,10.8,4.0,0.0,0.16,4.0,8.0,99.0,0.0,2.0,0.07,0.0,5.0,10.0,2.0,0.025,0.01,0.1,0.04,0.14,0.05,0.0,59.0,0.0,59.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8,0.76,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.6,1.8,0.0,0.0,8.0,0.024,22.5,0.024,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000099,"Apple, jonathon, unpeeled, raw",All solids & liquids per 100g,True,16101.0,226.0,208.0,84.0,0.3,0.05,0.0,0.2,2.3,0.0,11.8,0.0,0.0,0.1,11.9,12.3,4.0,0.0,0.2,4.0,9.0,110.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,0.02,0.01,0.1,0.04,0.14,0.02,0.0,59.0,0.0,59.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,6.6,2.9,2.3,0.0,0.0,,,,,,0.0,10.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000105,"Apple, pink lady, unpeeled, raw",All solids & liquids per 100g,True,16101.0,242.0,218.0,84.0,0.2,0.03,0.0,0.4,3.0,0.0,12.2,0.0,0.0,0.2,12.3,12.8,4.0,0.0,0.0,5.0,10.0,120.0,0.0,1.0,0.02,0.0,27.0,27.0,4.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,59.0,0.0,59.0,59.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,6.1,1.4,4.6,0.0,0.0,0.0,0.031,0.0,0.043,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000107,"Apple, red delicious, unpeeled, raw",All solids & liquids per 100g,True,16101.0,248.0,230.0,84.5,0.3,0.05,0.0,0.2,2.3,0.0,13.0,0.0,0.0,0.5,13.5,13.8,5.0,0.0,0.16,4.0,9.0,102.0,0.0,1.0,0.06,0.0,10.0,15.0,2.0,0.02,0.01,0.1,0.04,0.14,0.02,0.0,59.0,0.0,59.0,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,7.3,3.5,2.2,0.0,0.0,0.0,0.04,0.0,0.028,,0.0,10.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.3,0.0,,,,,,,,,,,,,,,,197.0,177.0,1724.0,51.0,474.0,171.0,94.0,166.0,260.0,237.0,74.0,156.0,148.0,220.0,183.0,106.0,203.0,9.0,8.0,83.0,2.0,23.0,8.0,4.0,8.0,12.0,11.0,4.0,7.0,7.0,10.0,9.0,5.0,10.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000110,"Apple, red skin, unpeeled, raw",All solids & liquids per 100g,True,16101.0,240.0,218.0,84.5,0.2,0.04,0.0,0.3,2.7,0.0,12.0,0.0,0.0,0.3,12.4,12.7,5.0,0.0,0.03,5.0,9.0,113.0,0.1,1.0,0.03,0.0,21.0,22.0,4.0,0.009,0.006,0.06,0.04,0.1,0.03,0.0,59.0,0.0,59.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.6,2.0,3.5,0.0,0.0,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000111,"Apple, royal gala, unpeeled, raw",All solids & liquids per 100g,True,16101.0,222.0,205.0,86.7,0.4,0.06,0.0,0.3,2.1,0.0,11.1,0.0,0.0,1.0,12.1,12.1,5.0,0.0,0.05,6.0,9.0,110.0,0.5,1.0,0.03,0.0,19.0,22.0,4.0,0.025,0.025,0.25,0.07,0.32,0.02,0.0,59.0,0.0,59.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,6.9,2.3,1.9,0.0,0.0,,0.035,,0.067,,0.0,5.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,14.0,1.0,,0.0,,,,,,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000122,"Apricot, canned in pear juice",All solids & liquids per 100g,True,16404.0,192.0,177.0,85.7,0.8,0.13,0.0,0.4,1.8,0.0,8.2,0.0,3.6,0.0,8.2,9.6,12.0,0.4,0.46,10.0,17.0,189.0,0.0,4.0,0.26,0.0,478.0,578.0,96.0,0.026,0.032,0.6,0.1,0.7,0.03,0.0,19.0,0.0,19.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.36,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,3.4,2.3,2.4,0.0,0.0,,,,,,12.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000123,"Apricot, canned in pear juice, drained",All solids & liquids per 100g,True,16404.0,196.0,171.0,84.9,1.0,0.16,0.0,0.4,3.1,0.0,7.8,0.0,0.0,0.0,7.8,8.9,15.0,0.8,0.5,10.0,20.0,140.0,0.1,3.0,0.3,0.0,810.0,980.0,163.0,0.03,0.04,0.6,0.16,0.76,0.05,0.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,3.0,2.4,2.4,0.0,0.0,,,,,,20.0,320.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.3,0.0,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000124,"Apricot, canned in pear juice, juice only",All solids & liquids per 100g,True,16404.0,187.0,187.0,86.9,0.5,0.08,0.0,0.5,0.0,0.0,8.7,0.0,8.7,0.0,8.7,10.5,7.0,0.0,0.4,9.0,12.0,260.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.02,0.02,0.6,0.0,0.6,0.0,0.0,44.0,0.0,44.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.2,2.4,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000130,"Apricot, dried",All solids & liquids per 100g,True,16802.0,886.0,819.0,29.6,4.3,0.69,0.2,3.1,8.4,0.0,40.5,0.0,0.0,1.0,41.5,44.4,67.0,2.2,3.1,57.0,120.0,1510.0,0.0,37.0,0.8,0.0,2370.0,2382.0,397.0,0.0,0.0,2.5,0.7,3.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,41.0,12.5,15.6,12.4,0.0,0.0,0.0,0.46,0.0,0.38,,24.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.53,1.9,,,,,2.3,0.0,0.2,0.1,,,,,,,,,,,,,,,,233.0,133.0,2426.0,51.0,424.0,132.0,93.0,140.0,214.0,190.0,57.0,127.0,349.0,192.0,153.0,101.0,176.0,161.0,92.0,1674.0,35.0,292.0,91.0,64.0,97.0,148.0,131.0,39.0,88.0,241.0,132.0,106.0,70.0,121.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000134,"Apricot, raw",All solids & liquids per 100g,True,16403.0,167.0,155.0,85.4,0.2,0.04,0.4,0.8,1.5,0.0,7.6,0.0,0.0,0.1,7.7,7.7,13.0,0.0,0.28,12.0,24.0,290.0,0.0,0.0,0.14,0.0,2300.0,2308.0,385.0,0.02,0.03,0.0,0.09,0.09,0.04,0.0,8.0,0.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,6.0,1.7,2.6,3.3,0.0,0.0,,0.08,,0.14,,0.0,17.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.16,,,,,,0.4,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,83.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000141,"Artichoke heart, canned in brine, drained",All solids & liquids per 100g,True,24402.0,104.0,67.0,90.0,1.9,0.3,0.3,1.3,4.7,0.0,1.1,0.0,0.0,0.1,1.2,1.2,33.0,0.0,0.4,22.0,37.0,180.0,0.2,280.0,0.3,0.0,14.0,14.0,2.0,0.0,0.0,1.1,0.34,1.44,0.08,0.0,89.0,0.0,89.0,89.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,20.0,0.4,0.4,0.3,0.0,0.0,,0.09,,0.13,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000142,"Artichoke, globe, boiled, drained",All solids & liquids per 100g,True,24402.0,170.0,94.0,82.6,3.3,0.53,0.2,1.2,9.5,0.0,1.0,0.0,0.0,0.5,1.5,1.5,34.0,0.0,0.56,20.0,95.0,381.0,0.2,7.0,0.67,0.0,42.0,95.0,16.0,0.056,0.085,0.6,0.6,1.3,0.1,0.0,52.0,0.0,52.0,52.0,14.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.0,0.4,0.5,0.2,0.0,0.0,,,,,,21.0,85.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.2,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000144,"Artichoke, globe, raw",All solids & liquids per 100g,True,24402.0,145.0,80.0,85.2,2.8,0.45,0.2,1.0,8.1,0.0,0.9,0.0,0.0,0.4,1.3,1.3,30.0,0.0,0.5,18.0,90.0,360.0,0.2,6.0,0.6,0.0,40.0,90.0,15.0,0.06,0.08,0.6,0.51,1.11,0.12,0.0,68.0,0.0,68.0,68.0,16.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,30.0,0.3,0.4,0.2,0.0,0.0,,,,,,20.0,80.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.1,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000145,"Artichoke, jerusalem, peeled, boiled, drained",All solids & liquids per 100g,True,24302.0,263.0,237.0,78.2,2.2,0.36,0.1,1.4,3.2,0.0,2.9,0.0,0.0,0.3,11.3,11.3,20.0,0.0,0.92,11.0,75.0,503.0,0.7,5.0,0.31,0.0,19.0,19.0,3.0,0.077,0.077,0.87,0.25,1.22,0.07,0.0,9.0,0.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,0.4,0.4,2.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.1,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,3.2,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
